-70.809248554913,-66.798088810184,245.89555280831
-60.693641618497,-57.746667112165,266.27645427512
-50.578034682081,-48.53152460824,286.82107654783
-44.508670520231,-42.923853119048,299.22643589829
-40.462427745665,-39.152661298406,307.52941962645
-34.393063583815,-33.446757325671,320.03301146046
-30.346820809249,-29.610077182666,328.40148351098
-22.254335260116,-21.85813090982,345.21701359885
-16.184971098266,-15.975408466705,357.89742390324
-10.115606936416,-10.033746533463,370.63677369775
-6.0693641618497,-6.0398944167864,379.16241772194
-2.0231213872832,-2.0198469711651,387.71425707508
